 &plot nbnd= 130, nks=   201 /
            0.000000  0.000000  0.000000
  -63.656  -63.656  -63.627  -63.627  -63.623  -63.623  -63.607  -63.607  -28.159  -28.159
  -28.158  -28.158  -28.111  -28.111  -27.947  -27.947  -27.900  -27.900  -27.838  -27.838
  -27.835  -27.835  -27.748  -27.748  -27.738  -27.738  -27.664  -27.664  -27.644  -27.644
  -27.547  -27.547   -4.170   -3.896   -2.849   -2.588   -2.319   -2.294   -2.136   -2.113
   -1.982   -1.955   -1.917   -1.826   -1.766   -1.754   -1.700   -1.639    3.963    3.971
    3.982    4.768    4.802    4.856    4.872    5.123    5.146    5.366    5.471    5.551
    5.589    5.788    5.910    5.916    5.971    6.172    6.172    6.205    6.821    6.880
    6.941    6.957    6.963    6.977    7.157    7.186    7.211    7.226    7.446    7.503
    7.682    7.733    7.749    7.830    8.230    8.455    8.473    8.509    8.744    8.815
    8.928    9.176    9.215    9.352    9.434    9.449    9.512    9.546    9.933   10.225
   10.238   10.374   10.487   10.515   10.619   11.019   11.631   11.640   12.750   12.887
   12.978   12.980   13.015   13.126   13.135   13.168   13.312   13.369   13.412   13.444
   13.574   13.617   13.797   14.261   14.350   14.399   14.481   14.584   14.599   14.717
            0.000000  0.149284  0.000000
  -63.656  -63.656  -63.628  -63.628  -63.622  -63.622  -63.607  -63.607  -28.158  -28.158
  -28.156  -28.156  -28.110  -28.110  -27.949  -27.949  -27.900  -27.899  -27.839  -27.839
  -27.835  -27.835  -27.750  -27.750  -27.737  -27.737  -27.669  -27.669  -27.639  -27.639
  -27.547  -27.547   -4.160   -3.886   -2.845   -2.583   -2.344   -2.301   -2.154   -2.115
   -1.977   -1.954   -1.914   -1.848   -1.796   -1.755   -1.667   -1.613    3.973    3.983
    3.994    4.757    4.804    4.885    4.905    5.076    5.157    5.439    5.466    5.527
    5.588    5.787    5.898    5.919    5.927    6.194    6.222    6.241    6.821    6.849
    6.898    6.925    6.926    6.930    7.135    7.202    7.236    7.281    7.462    7.507
    7.699    7.747    7.755    7.857    8.163    8.453    8.465    8.497    8.735    8.798
    8.822    9.175    9.232    9.389    9.456    9.508    9.545    9.545    9.918   10.165
   10.227   10.251   10.497   10.554   10.563   11.097   11.633   11.673   12.776   12.905
   12.909   12.938   12.963   13.137   13.151   13.185   13.311   13.392   13.415   13.440
   13.572   13.636   13.798   14.214   14.328   14.381   14.503   14.577   14.583   14.716
            0.000000  0.199046  0.000000
  -63.656  -63.656  -63.629  -63.629  -63.621  -63.621  -63.607  -63.607  -28.156  -28.156
  -28.154  -28.154  -28.110  -28.110  -27.952  -27.952  -27.899  -27.899  -27.840  -27.840
  -27.835  -27.835  -27.753  -27.753  -27.736  -27.736  -27.673  -27.673  -27.633  -27.633
  -27.547  -27.547   -4.147   -3.872   -2.840   -2.576   -2.379   -2.311   -2.180   -2.119
   -1.969   -1.953   -1.910   -1.865   -1.823   -1.755   -1.636   -1.590    3.987    4.001
    4.011    4.753    4.815    4.913    4.939    5.034    5.172    5.459    5.500    5.517
    5.588    5.786    5.881    5.885    5.923    6.225    6.267    6.284    6.819    6.820
    6.837    6.887    6.889    6.905    7.058    7.252    7.286    7.329    7.457    7.512
    7.732    7.744    7.776    7.886    8.095    8.400    8.454    8.533    8.640    8.712
    8.849    9.179    9.252    9.419    9.473    9.547    9.578    9.583    9.892   10.101
   10.113   10.216   10.477   10.508   10.612   11.166   11.641   11.711   12.811   12.822
   12.894   12.904   12.938   13.125   13.172   13.190   13.316   13.416   13.420   13.436
   13.577   13.659   13.800   14.159   14.293   14.364   14.523   14.548   14.590   14.711
            0.000000  0.248807  0.000000
  -63.655  -63.655  -63.630  -63.630  -63.620  -63.620  -63.607  -63.607  -28.154  -28.154
  -28.152  -28.152  -28.110  -28.109  -27.955  -27.955  -27.898  -27.898  -27.841  -27.841
  -27.835  -27.835  -27.756  -27.756  -27.735  -27.735  -27.678  -27.678  -27.628  -27.628
  -27.547  -27.547   -4.129   -3.854   -2.834   -2.568   -2.422   -2.323   -2.214   -2.125
   -1.960   -1.952   -1.905   -1.876   -1.846   -1.756   -1.609   -1.571    4.005    4.024
    4.032    4.753    4.835    4.940    4.974    4.999    5.191    5.450    5.470    5.592
    5.600    5.783    5.848    5.859    5.928    6.264    6.302    6.330    6.787    6.793
    6.820    6.848    6.850    6.880    6.981    7.303    7.334    7.369    7.439    7.517
    7.741    7.769    7.795    7.908    8.029    8.351    8.440    8.534    8.564    8.606
    8.895    9.189    9.275    9.427    9.499    9.561    9.625    9.636    9.853    9.967
   10.036   10.208   10.396   10.520   10.662   11.216   11.662   11.750   12.730   12.840
   12.850   12.852   12.974   13.104   13.180   13.191   13.325   13.426   13.432   13.442
   13.590   13.687   13.801   14.101   14.247   14.348   14.518   14.541   14.606   14.698
            0.000000  0.298569  0.000000
  -63.655  -63.655  -63.631  -63.631  -63.619  -63.619  -63.608  -63.608  -28.151  -28.151
  -28.149  -28.149  -28.109  -28.109  -27.960  -27.960  -27.897  -27.897  -27.843  -27.843
  -27.835  -27.835  -27.760  -27.760  -27.734  -27.734  -27.682  -27.682  -27.623  -27.623
  -27.547  -27.547   -4.107   -3.833   -2.826   -2.558   -2.473   -2.338   -2.256   -2.131
   -1.950   -1.948   -1.899   -1.882   -1.863   -1.756   -1.584   -1.556    4.027    4.051
    4.058    4.756    4.864    4.962    4.973    5.006    5.214    5.439    5.439    5.605
    5.685    5.779    5.816    5.833    5.933    6.308    6.319    6.376    6.754    6.772
    6.807    6.819    6.821    6.851    6.909    7.355    7.380    7.400    7.414    7.523
    7.736    7.802    7.813    7.912    7.967    8.308    8.418    8.422    8.516    8.593
    8.934    9.205    9.301    9.410    9.534    9.589    9.670    9.679    9.794    9.814
    9.975   10.203   10.320   10.532   10.713   11.242   11.699   11.785   12.631   12.770
   12.807   12.900   13.015   13.075   13.158   13.207   13.338   13.428   13.435   13.469
   13.612   13.717   13.802   14.045   14.194   14.331   14.487   14.556   14.628   14.670
            0.000000  0.348330  0.000000
  -63.655  -63.655  -63.632  -63.632  -63.619  -63.619  -63.608  -63.608  -28.148  -28.148
  -28.146  -28.146  -28.108  -28.108  -27.965  -27.965  -27.896  -27.896  -27.844  -27.844
  -27.835  -27.835  -27.764  -27.764  -27.733  -27.733  -27.686  -27.686  -27.618  -27.618
  -27.547  -27.547   -4.082   -3.807   -2.817   -2.546   -2.531   -2.353   -2.305   -2.139
   -1.948   -1.935   -1.891   -1.883   -1.876   -1.757   -1.564   -1.546    4.052    4.083
    4.088    4.759    4.903    4.961    4.981    5.034    5.241    5.406    5.427    5.628
    5.744    5.773    5.804    5.817    5.938    6.310    6.357    6.417    6.746    6.757
    6.768    6.797    6.820    6.822    6.844    7.386    7.406    7.422    7.425    7.530
    7.730    7.813    7.828    7.883    7.926    8.271    8.296    8.400    8.454    8.622
    8.968    9.227    9.331    9.374    9.576    9.621    9.657    9.699    9.712    9.719
    9.926   10.202   10.258   10.545   10.765   11.243   11.751   11.818   12.526   12.696
   12.763   12.951   13.042   13.061   13.125   13.223   13.355   13.423   13.448   13.497
   13.641   13.749   13.801   13.993   14.141   14.314   14.460   14.567   14.623   14.653
            0.000000  0.398092  0.000000
  -63.654  -63.654  -63.633  -63.633  -63.618  -63.618  -63.608  -63.608  -28.144  -28.144
  -28.143  -28.143  -28.108  -28.107  -27.970  -27.970  -27.894  -27.894  -27.846  -27.846
  -27.835  -27.835  -27.768  -27.768  -27.732  -27.732  -27.689  -27.689  -27.613  -27.613
  -27.548  -27.548   -4.053   -3.778   -2.807   -2.594   -2.532   -2.370   -2.361   -2.148
   -1.946   -1.920   -1.886   -1.882   -1.882   -1.758   -1.548   -1.540    4.080    4.119
    4.123    4.757    4.951    4.966    4.995    5.056    5.269    5.373    5.413    5.663
    5.725    5.764    5.772    5.901    5.944    6.278    6.408    6.443    6.733    6.748
    6.760    6.785    6.787    6.796    6.826    7.355    7.434    7.455    7.468    7.536
    7.722    7.780    7.816    7.842    7.925    8.169    8.240    8.375    8.425    8.652
    8.998    9.253    9.324    9.364    9.496    9.607    9.623    9.652    9.687    9.770
    9.900   10.205   10.209   10.559   10.819   11.225   11.814   11.846   12.416   12.618
   12.721   13.004   13.005   13.084   13.109   13.240   13.374   13.414   13.464   13.524
   13.676   13.781   13.800   13.948   14.094   14.296   14.438   14.558   14.575   14.678
            0.000000  0.447853  0.000000
  -63.654  -63.654  -63.634  -63.634  -63.617  -63.617  -63.608  -63.608  -28.140  -28.140
  -28.140  -28.140  -28.107  -28.107  -27.976  -27.976  -27.893  -27.893  -27.848  -27.848
  -27.835  -27.835  -27.772  -27.772  -27.731  -27.731  -27.693  -27.693  -27.608  -27.608
  -27.548  -27.548   -4.020   -3.745   -2.795   -2.660   -2.518   -2.421   -2.388   -2.158
   -1.943   -1.903   -1.892   -1.878   -1.872   -1.760   -1.537   -1.537    4.111    4.160
    4.162    4.748    4.991    5.004    5.007    5.072    5.300    5.340    5.398    5.689
    5.710    5.740    5.753    5.949    6.005    6.229    6.445    6.462    6.703    6.745
    6.754    6.773    6.785    6.790    6.831    7.324    7.436    7.502    7.510    7.541
    7.713    7.715    7.726    7.855    7.944    8.037    8.215    8.347    8.423    8.686
    9.026    9.264    9.281    9.333    9.399    9.482    9.646    9.673    9.678    9.824
    9.893   10.173   10.210   10.575   10.875   11.193   11.870   11.883   12.304   12.538
   12.679   12.967   13.040   13.058   13.159   13.258   13.395   13.398   13.484   13.551
   13.715   13.798   13.812   13.914   14.056   14.277   14.423   14.483   14.578   14.703
            0.000000  0.497615  0.000000
  -63.653  -63.653  -63.635  -63.635  -63.616  -63.616  -63.608  -63.608  -28.136  -28.136
  -28.135  -28.135  -28.106  -28.106  -27.983  -27.983  -27.891  -27.891  -27.850  -27.850
  -27.835  -27.835  -27.776  -27.776  -27.730  -27.730  -27.696  -27.696  -27.603  -27.603
  -27.549  -27.549   -3.984   -3.709   -2.782   -2.730   -2.502   -2.485   -2.407   -2.168
   -1.941   -1.897   -1.884   -1.872   -1.861   -1.761   -1.539   -1.530    4.145    4.204
    4.205    4.735    5.007    5.032    5.070    5.083    5.308    5.330    5.382    5.649
    5.710    5.739    5.765    5.953    6.116    6.170    6.420    6.517    6.678    6.721
    6.748    6.778    6.798    6.827    6.838    7.294    7.429    7.544    7.546    7.552
    7.595    7.669    7.703    7.868    7.904    7.964    8.196    8.316    8.434    8.724
    9.055    9.168    9.195    9.310    9.344    9.438    9.593    9.696    9.726    9.880
    9.893   10.144   10.216   10.595   10.932   11.152   11.892   11.953   12.189   12.455
   12.637   12.927   12.995   13.110   13.210   13.278   13.374   13.419   13.508   13.576
   13.756   13.796   13.840   13.890   14.033   14.258   14.402   14.416   14.576   14.726
            0.000000  0.547376  0.000000
  -63.653  -63.653  -63.636  -63.636  -63.616  -63.616  -63.608  -63.608  -28.133  -28.133
  -28.129  -28.129  -28.105  -28.105  -27.990  -27.990  -27.890  -27.890  -27.852  -27.852
  -27.835  -27.835  -27.781  -27.781  -27.729  -27.729  -27.699  -27.699  -27.598  -27.598
  -27.549  -27.549   -3.944   -3.669   -2.802   -2.768   -2.552   -2.485   -2.426   -2.179
   -1.938   -1.900   -1.865   -1.864   -1.849   -1.763   -1.544   -1.527    4.181    4.251
    4.254    4.718    5.006    5.087    5.091    5.134    5.280    5.356    5.366    5.605
    5.685    5.724    5.824    5.956    6.108    6.233    6.376    6.573    6.659    6.689
    6.755    6.802    6.822    6.848    6.864    7.266    7.416    7.464    7.545    7.586
    7.594    7.614    7.693    7.769    7.884    7.981    8.181    8.283    8.448    8.767
    9.002    9.086    9.120    9.196    9.337    9.479    9.538    9.704    9.780    9.889
    9.939   10.120   10.224   10.619   10.992   11.103   11.911   12.023   12.074   12.371
   12.593   12.888   12.952   13.160   13.261   13.298   13.341   13.444   13.536   13.599
   13.794   13.799   13.864   13.879   14.026   14.237   14.320   14.417   14.568   14.747
            0.000000  0.597138  0.000000
  -63.652  -63.652  -63.637  -63.637  -63.615  -63.615  -63.608  -63.608  -28.129  -28.129
  -28.123  -28.123  -28.105  -28.105  -27.997  -27.997  -27.888  -27.888  -27.854  -27.854
  -27.834  -27.834  -27.786  -27.786  -27.728  -27.728  -27.702  -27.702  -27.594  -27.594
  -27.550  -27.550   -3.901   -3.626   -2.875   -2.754   -2.621   -2.467   -2.446   -2.191
   -1.935   -1.903   -1.858   -1.843   -1.835   -1.766   -1.553   -1.528    4.219    4.300
    4.306    4.701    5.001    5.098    5.154    5.176    5.281    5.350    5.374    5.558
    5.670    5.706    5.884    5.958    6.045    6.325    6.353    6.631    6.644    6.656
    6.767    6.832    6.857    6.860    6.898    7.242    7.329    7.399    7.541    7.564
    7.616    7.636    7.638    7.687    7.904    7.993    8.171    8.249    8.456    8.816
    8.837    9.040    9.042    9.121    9.362    9.488    9.522    9.702    9.834    9.879
   10.000   10.098   10.231   10.648   11.049   11.054   11.930   11.959   12.091   12.286
   12.548   12.849   12.915   13.205   13.298   13.310   13.320   13.471   13.568   13.620
   13.794   13.842   13.881   13.884   14.032   14.216   14.240   14.425   14.555   14.769
            0.000000  0.646899  0.000000
  -63.651  -63.651  -63.638  -63.638  -63.614  -63.614  -63.609  -63.609  -28.126  -28.126
  -28.117  -28.117  -28.104  -28.104  -28.005  -28.005  -27.886  -27.886  -27.856  -27.856
  -27.834  -27.834  -27.791  -27.791  -27.727  -27.727  -27.705  -27.705  -27.589  -27.589
  -27.551  -27.551   -3.855   -3.580   -2.948   -2.738   -2.691   -2.466   -2.449   -2.204
   -1.933   -1.905   -1.850   -1.821   -1.820   -1.768   -1.564   -1.533    4.259    4.353
    4.362    4.683    4.992    5.105    5.162    5.231    5.333    5.342    5.380    5.510
    5.670    5.688    5.938    5.958    5.985    6.273    6.476    6.624    6.629    6.692
    6.783    6.862    6.874    6.902    6.925    7.198    7.223    7.379    7.507    7.519
    7.532    7.623    7.686    7.699    7.931    8.000    8.162    8.214    8.454    8.672
    8.870    8.884    8.956    9.159    9.383    9.446    9.566    9.688    9.861    9.886
   10.062   10.076   10.237   10.683   10.992   11.118   11.845   11.949   12.157   12.201
   12.501   12.811   12.886   13.247   13.249   13.341   13.359   13.499   13.605   13.637
   13.796   13.884   13.894   13.898   14.048   14.161   14.193   14.441   14.536   14.791
            0.000000  0.696661  0.000000
  -63.651  -63.651  -63.639  -63.639  -63.614  -63.614  -63.609  -63.609  -28.122  -28.122
  -28.110  -28.110  -28.104  -28.104  -28.013  -28.013  -27.884  -27.884  -27.858  -27.858
  -27.833  -27.833  -27.795  -27.795  -27.726  -27.726  -27.707  -27.707  -27.585  -27.585
  -27.552  -27.552   -3.805   -3.530   -3.022   -2.762   -2.721   -2.486   -2.430   -2.218
   -1.930   -1.906   -1.842   -1.805   -1.797   -1.771   -1.578   -1.542    4.299    4.409
    4.420    4.665    4.978    5.113    5.125    5.315    5.318    5.371    5.428    5.461
    5.670    5.688    5.928    5.957    5.983    6.226    6.590    6.600    6.607    6.755
    6.803    6.887    6.891    6.944    6.952    7.078    7.212    7.363    7.384    7.483
    7.516    7.611    7.724    7.738    7.966    8.002    8.156    8.180    8.441    8.510
    8.726    8.869    8.929    9.201    9.400    9.414    9.612    9.663    9.835    9.937
   10.054   10.127   10.241   10.725   10.931   11.185   11.733   11.969   12.116   12.221
   12.451   12.773   12.865   13.197   13.284   13.362   13.406   13.527   13.645   13.650
   13.799   13.906   13.919   13.926   14.070   14.087   14.168   14.463   14.510   14.817
            0.000000  0.746422  0.000000
  -63.650  -63.650  -63.641  -63.641  -63.613  -63.613  -63.609  -63.609  -28.119  -28.119
  -28.104  -28.104  -28.103  -28.103  -28.021  -28.021  -27.882  -27.882  -27.860  -27.860
  -27.832  -27.832  -27.800  -27.800  -27.725  -27.725  -27.709  -27.709  -27.581  -27.581
  -27.554  -27.554   -3.752   -3.478   -3.096   -2.833   -2.704   -2.507   -2.410   -2.232
   -1.927   -1.908   -1.834   -1.788   -1.775   -1.773   -1.594   -1.554    4.340    4.467
    4.481    4.646    4.958    5.081    5.122    5.304    5.352    5.405    5.415    5.522
    5.655    5.719    5.879    5.954    6.013    6.187    6.551    6.569    6.722    6.820
    6.825    6.907    6.910    6.954    6.981    7.004    7.211    7.271    7.356    7.455
    7.493    7.590    7.751    7.795    8.000    8.009    8.147    8.150    8.352    8.414
    8.569    8.781    8.991    9.246    9.393    9.415    9.627    9.658    9.802    9.985
   10.030   10.192   10.241   10.775   10.868   11.253   11.623   11.992   12.032   12.281
   12.400   12.735   12.853   13.143   13.317   13.381   13.451   13.557   13.659   13.688
   13.805   13.907   13.954   13.966   14.017   14.093   14.141   14.477   14.489   14.818
            0.000000  0.796184  0.000000
  -63.649  -63.649  -63.642  -63.642  -63.613  -63.613  -63.610  -63.610  -28.116  -28.116
  -28.104  -28.104  -28.096  -28.096  -28.030  -28.030  -27.880  -27.880  -27.862  -27.862
  -27.830  -27.830  -27.805  -27.805  -27.724  -27.724  -27.712  -27.712  -27.577  -27.577
  -27.556  -27.556   -3.697   -3.422   -3.169   -2.903   -2.686   -2.527   -2.391   -2.247
   -1.925   -1.909   -1.826   -1.778   -1.770   -1.748   -1.612   -1.569    4.380    4.526
    4.543    4.625    4.933    5.032    5.135    5.292    5.326    5.373    5.497    5.619
    5.642    5.760    5.842    5.949    6.027    6.157    6.501    6.504    6.840    6.849
    6.880    6.919    6.922    6.931    6.956    7.047    7.173    7.224    7.369    7.438
    7.460    7.566    7.773    7.857    7.994    8.062    8.112    8.146    8.201    8.374
    8.420    8.692    9.057    9.293    9.381    9.428    9.581    9.703    9.762   10.003
   10.030   10.238   10.259   10.803   10.832   11.324   11.516   11.948   12.018   12.338
   12.348   12.698   12.850   13.091   13.345   13.397   13.493   13.588   13.663   13.733
   13.813   13.904   13.953   13.997   14.004   14.109   14.113   14.437   14.520   14.808
            0.000000  0.845945  0.000000
  -63.648  -63.648  -63.643  -63.643  -63.612  -63.612  -63.610  -63.610  -28.113  -28.113
  -28.104  -28.104  -28.088  -28.088  -28.038  -28.038  -27.878  -27.878  -27.865  -27.865
  -27.828  -27.828  -27.809  -27.809  -27.723  -27.723  -27.714  -27.714  -27.574  -27.574
  -27.557  -27.557   -3.638   -3.364   -3.241   -2.973   -2.668   -2.548   -2.372   -2.263
   -1.922   -1.910   -1.819   -1.783   -1.751   -1.723   -1.631   -1.587    4.419    4.586
    4.604    4.607    4.901    4.978    5.150    5.283    5.297    5.337    5.578    5.633
    5.713    5.805    5.828    5.944    6.024    6.140    6.404    6.446    6.874    6.891
    6.927    6.933    6.948    6.951    6.954    7.072    7.094    7.260    7.416    7.417
    7.434    7.539    7.782    7.922    7.985    8.064    8.067    8.122    8.142    8.291
    8.323    8.603    9.125    9.335    9.377    9.444    9.527    9.716    9.748    9.975
   10.072   10.229   10.327   10.736   10.896   11.397   11.413   11.866   12.047   12.297
   12.393   12.660   12.856   13.041   13.370   13.409   13.532   13.620   13.662   13.779
   13.822   13.895   13.896   14.039   14.047   14.074   14.126   14.390   14.552   14.772
            0.000000  0.895707  0.000000
  -63.647  -63.647  -63.644  -63.644  -63.612  -63.612  -63.610  -63.610  -28.111  -28.111
  -28.105  -28.105  -28.080  -28.080  -28.047  -28.047  -27.876  -27.876  -27.867  -27.867
  -27.826  -27.826  -27.813  -27.813  -27.721  -27.721  -27.715  -27.715  -27.570  -27.570
  -27.560  -27.560   -3.577   -3.312   -3.304   -3.043   -2.648   -2.568   -2.352   -2.280
   -1.920   -1.912   -1.812   -1.788   -1.732   -1.698   -1.651   -1.606    4.456    4.580
    4.646    4.672    4.861    4.921    5.168    5.267    5.277    5.310    5.627    5.629
    5.797    5.852    5.860    5.936    6.008    6.142    6.290    6.377    6.887    6.899
    6.940    6.942    6.951    6.978    7.032    7.035    7.089    7.323    7.364    7.444
    7.499    7.510    7.752    7.973    7.975    7.981    7.991    8.141    8.191    8.205
    8.264    8.514    9.195    9.366    9.378    9.468    9.470    9.667    9.791    9.943
   10.110   10.215   10.395   10.669   10.968   11.314   11.471   11.784   12.080   12.248
   12.444   12.620   12.870   12.996   13.389   13.416   13.567   13.655   13.655   13.805
   13.833   13.864   13.884   14.033   14.070   14.102   14.131   14.337   14.587   14.732
            0.000000  0.945468  0.000000
  -63.647  -63.647  -63.645  -63.645  -63.611  -63.611  -63.611  -63.611  -28.109  -28.109
  -28.106  -28.106  -28.072  -28.072  -28.055  -28.055  -27.874  -27.874  -27.869  -27.869
  -27.823  -27.823  -27.817  -27.817  -27.720  -27.720  -27.717  -27.717  -27.567  -27.567
  -27.562  -27.562   -3.514   -3.381   -3.241   -3.111   -2.629   -2.589   -2.333   -2.297
   -1.917   -1.914   -1.805   -1.793   -1.712   -1.674   -1.671   -1.627    4.491    4.553
    4.705    4.736    4.814    4.862    5.189    5.239    5.276    5.291    5.630    5.638
    5.862    5.899    5.924    5.943    5.979    6.170    6.171    6.300    6.896    6.923
    6.925    6.953    6.954    6.995    7.003    7.043    7.154    7.302    7.398    7.478
    7.481    7.608    7.666    7.863    7.945    7.960    8.061    8.142    8.165    8.199
    8.265    8.428    9.266    9.380    9.381    9.403    9.511    9.614    9.833    9.909
   10.143   10.196   10.463   10.601   11.046   11.219   11.547   11.704   12.116   12.201
   12.492   12.580   12.892   12.955   13.404   13.418   13.598   13.642   13.692   13.774
   13.845   13.871   13.896   13.989   14.096   14.127   14.160   14.280   14.622   14.694
            0.000000  0.995230  0.000000
  -63.646  -63.646  -63.646  -63.646  -63.611  -63.611  -63.611  -63.611  -28.107  -28.107
  -28.107  -28.107  -28.064  -28.064  -28.064  -28.064  -27.871  -27.871  -27.871  -27.871
  -27.820  -27.820  -27.820  -27.820  -27.719  -27.719  -27.719  -27.719  -27.564  -27.564
  -27.564  -27.564   -3.449   -3.449   -3.177   -3.177   -2.609   -2.609   -2.315   -2.315
   -1.915   -1.915   -1.799   -1.799   -1.691   -1.691   -1.650   -1.650    4.524    4.524
    4.762    4.762    4.800    4.800    5.213    5.213    5.280    5.280    5.634    5.634
    5.902    5.902    5.942    5.942    6.051    6.051    6.227    6.227    6.910    6.910
    6.942    6.942    6.969    6.969    7.026    7.026    7.232    7.232    7.448    7.448
    7.560    7.560    7.733    7.733    7.948    7.948    8.131    8.131    8.149    8.149
    8.345    8.345    9.335    9.335    9.383    9.383    9.561    9.561    9.872    9.872
   10.172   10.172   10.532   10.532   11.130   11.130   11.625   11.625   12.157   12.157
   12.537   12.537   12.920   12.920   13.414   13.414   13.623   13.623   13.732   13.732
   13.857   13.857   13.942   13.942   14.115   14.115   14.221   14.221   14.658   14.658
           -0.000323  0.995230  0.060675
  -63.646  -63.646  -63.646  -63.646  -63.611  -63.611  -63.611  -63.611  -28.107  -28.107
  -28.107  -28.107  -28.064  -28.064  -28.064  -28.064  -27.871  -27.871  -27.871  -27.871
  -27.820  -27.820  -27.820  -27.820  -27.719  -27.719  -27.719  -27.718  -27.565  -27.565
  -27.565  -27.565   -3.446   -3.446   -3.176   -3.176   -2.607   -2.607   -2.316   -2.316
   -1.918   -1.918   -1.801   -1.801   -1.692   -1.692   -1.651   -1.650    4.527    4.527
    4.754    4.754    4.809    4.809    5.215    5.215    5.278    5.278    5.623    5.623
    5.908    5.908    5.943    5.943    6.058    6.058    6.227    6.227    6.907    6.907
    6.940    6.940    6.957    6.957    7.037    7.037    7.235    7.235    7.454    7.454
    7.543    7.543    7.719    7.719    7.941    7.941    8.144    8.144    8.155    8.156
    8.358    8.358    9.337    9.337    9.382    9.382    9.562    9.562    9.865    9.865
   10.169   10.169   10.525   10.525   11.133   11.133   11.629   11.629   12.159   12.159
   12.537   12.537   12.922   12.922   13.419   13.419   13.623   13.623   13.725   13.725
   13.837   13.837   13.968   13.968   14.082   14.082   14.260   14.260   14.650   14.650
           -0.000646  0.995230  0.121349
  -63.646  -63.646  -63.646  -63.646  -63.611  -63.611  -63.611  -63.611  -28.107  -28.107
  -28.107  -28.107  -28.064  -28.064  -28.064  -28.064  -27.871  -27.871  -27.871  -27.871
  -27.820  -27.820  -27.820  -27.820  -27.718  -27.718  -27.718  -27.718  -27.565  -27.565
  -27.565  -27.565   -3.440   -3.440   -3.173   -3.173   -2.603   -2.603   -2.318   -2.318
   -1.927   -1.927   -1.808   -1.808   -1.693   -1.693   -1.651   -1.651    4.537    4.537
    4.741    4.741    4.829    4.829    5.223    5.223    5.273    5.273    5.593    5.593
    5.923    5.923    5.944    5.944    6.078    6.078    6.229    6.229    6.898    6.898
    6.934    6.934    6.935    6.935    7.058    7.058    7.246    7.246    7.463    7.463
    7.504    7.504    7.682    7.682    7.930    7.930    8.132    8.132    8.215    8.215
    8.394    8.394    9.343    9.343    9.381    9.381    9.563    9.563    9.845    9.845
   10.157   10.157   10.504   10.504   11.143   11.143   11.641   11.641   12.164   12.164
   12.538   12.538   12.929   12.929   13.432   13.432   13.626   13.626   13.702   13.702
   13.806   13.806   14.014   14.014   14.027   14.027   14.333   14.333   14.632   14.632
           -0.000969  0.995230  0.182024
  -63.646  -63.646  -63.646  -63.646  -63.611  -63.611  -63.611  -63.611  -28.107  -28.107
  -28.107  -28.107  -28.064  -28.064  -28.064  -28.064  -27.871  -27.871  -27.871  -27.871
  -27.820  -27.820  -27.820  -27.820  -27.718  -27.718  -27.718  -27.718  -27.565  -27.565
